session_id,services,services_str
102_2023-07-15 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
102_2023-07-17 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
102_2023-11-11 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
102_2024-08-26 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
102_2024-10-07 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
102_2024-11-30 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
102_2025-02-18 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
102_2025-04-11 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
102_2025-06-14 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1030_2023-02-12 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1030_2023-05-21 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1030_2024-04-08 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1030_2024-05-27 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1030_2024-06-07 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1030_2024-11-29 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1030_2025-01-07 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1030_2025-02-04 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1030_2025-03-13 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1031_2022-12-11 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1031_2024-03-16 15:00:00,"[20, 17, 6, 9, 10]","20,17,6,9,10"
1031_2024-07-27 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1031_2025-03-27 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1031_2025-06-13 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1031_2025-10-12 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1032_2023-01-08 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1032_2023-01-31 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1032_2023-07-14 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1032_2024-08-15 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1032_2024-10-29 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1032_2025-01-11 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1032_2025-01-20 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1032_2025-04-04 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1033_2023-01-18 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1033_2023-04-05 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1033_2023-11-17 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1033_2024-06-18 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1033_2025-01-06 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1033_2025-02-16 15:00:00,"[20, 17, 6, 9, 18]","20,17,6,9,18"
1033_2025-04-28 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1033_2025-04-29 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1033_2025-07-14 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1033_2025-07-30 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1034_2023-03-02 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1034_2023-03-13 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1034_2023-09-04 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1034_2023-09-28 15:00:00,"[20, 17, 6, 9, 11]","20,17,6,9,11"
1034_2023-10-22 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1034_2023-11-21 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1034_2023-12-11 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1034_2023-12-22 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1034_2024-03-01 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1034_2024-03-29 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1034_2024-04-12 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1034_2024-10-31 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1034_2025-01-18 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1034_2025-01-25 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1034_2025-03-19 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1034_2025-08-15 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1034_2025-09-10 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1035_2022-12-03 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1035_2022-12-21 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1035_2023-11-21 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1035_2024-03-29 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1035_2024-04-21 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1035_2025-02-18 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1035_2025-06-16 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1035_2025-08-07 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1036_2023-01-28 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1036_2023-03-15 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1036_2023-06-23 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1036_2023-11-07 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1036_2023-11-30 15:00:00,"[20, 17, 6, 9, 7]","20,17,6,9,7"
1036_2023-12-06 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1036_2023-12-09 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1036_2024-04-11 15:00:00,"[20, 17, 6, 9, 16]","20,17,6,9,16"
1036_2024-04-21 15:00:00,"[20, 17, 6, 9, 13]","20,17,6,9,13"
1036_2024-10-01 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1036_2024-11-27 15:00:00,"[20, 17, 6, 9, 1]","20,17,6,9,1"
1036_2024-12-12 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1037_2023-03-04 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1037_2023-04-18 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1037_2023-04-30 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1037_2023-06-15 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1037_2024-04-04 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1037_2024-05-27 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1037_2024-06-07 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1037_2024-10-11 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1037_2025-01-20 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1037_2025-01-28 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1037_2025-02-12 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1037_2025-05-27 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1037_2025-08-29 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1038_2023-05-13 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1038_2023-07-06 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1038_2023-10-29 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1038_2023-11-16 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1038_2023-12-30 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1038_2024-11-10 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1038_2025-09-11 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1039_2023-03-05 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1039_2023-04-24 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1039_2023-05-16 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1039_2024-01-14 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1039_2024-02-20 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1039_2024-06-09 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1039_2025-02-16 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1039_2025-06-12 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1039_2025-11-09 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
103_2022-12-22 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
103_2023-01-24 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
103_2023-02-15 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
103_2023-03-23 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
103_2023-08-03 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
103_2023-12-04 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
103_2025-01-21 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
103_2025-02-28 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1040_2022-12-07 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1040_2023-01-28 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1040_2023-02-17 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1040_2023-06-19 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1040_2023-10-26 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1040_2023-11-13 15:00:00,"[20, 17, 6, 9, 11]","20,17,6,9,11"
1040_2023-12-05 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1040_2024-11-18 15:00:00,"[20, 17, 6, 9, 5]","20,17,6,9,5"
1040_2025-01-11 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1040_2025-07-19 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1040_2025-08-06 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1041_2022-11-25 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1041_2023-02-23 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1041_2023-04-11 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1041_2023-11-05 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1041_2023-11-16 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1041_2024-01-30 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1041_2024-03-18 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1041_2024-04-12 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1041_2024-06-13 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1041_2024-08-16 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1041_2025-01-06 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1041_2025-03-07 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1041_2025-03-29 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1041_2025-04-27 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1041_2025-11-10 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1042_2023-01-15 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1042_2023-06-02 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1042_2023-06-27 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1042_2023-08-10 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1042_2023-08-13 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1042_2023-10-03 15:00:00,"[20, 17, 6, 9, 8]","20,17,6,9,8"
1042_2023-12-16 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1042_2024-03-13 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1042_2024-06-05 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1042_2024-08-12 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1042_2024-12-14 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1042_2025-03-14 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1042_2025-09-23 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1043_2023-04-30 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1043_2023-05-20 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1043_2023-06-07 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1043_2023-08-31 15:00:00,"[20, 17, 6, 9, 13]","20,17,6,9,13"
1043_2024-01-31 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1043_2024-02-10 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1043_2024-02-29 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1043_2024-06-22 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1043_2024-07-22 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1043_2024-08-22 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1043_2024-11-28 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1043_2025-07-21 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1043_2025-08-25 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1043_2025-10-13 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1043_2025-11-04 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1044_2023-05-09 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1044_2023-07-20 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1044_2023-09-25 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1044_2023-11-21 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1044_2024-02-14 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1044_2024-03-22 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1044_2024-04-11 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1044_2025-01-03 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1044_2025-01-21 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1044_2025-04-02 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1044_2025-09-07 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1044_2025-10-18 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1045_2022-11-27 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1045_2023-01-04 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1045_2023-01-12 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1045_2023-01-13 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1045_2023-09-16 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1045_2024-05-27 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1045_2024-07-19 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1045_2024-09-19 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1045_2025-01-09 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1045_2025-04-08 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1046_2023-01-27 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1046_2023-02-16 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1046_2023-10-18 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1046_2024-02-07 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1046_2024-02-10 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1046_2024-02-27 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1046_2024-04-19 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1046_2025-01-27 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1046_2025-02-21 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1046_2025-07-26 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1047_2023-02-07 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1047_2023-04-03 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1047_2023-04-10 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1047_2023-04-17 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1047_2023-05-25 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1047_2024-04-04 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1047_2024-08-19 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1047_2024-09-06 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1047_2025-06-18 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1047_2025-07-07 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1048_2022-11-23 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1048_2023-03-07 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1048_2023-03-10 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1048_2023-04-23 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1048_2024-08-02 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1048_2024-08-28 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1048_2024-09-07 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1048_2024-10-24 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1048_2024-12-02 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1048_2025-01-18 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1048_2025-03-25 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1048_2025-04-17 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1048_2025-07-15 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1049_2023-03-18 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1049_2024-05-07 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1049_2025-06-03 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1049_2025-06-16 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
104_2022-11-26 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
104_2023-12-25 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
104_2024-02-16 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
104_2024-05-11 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
104_2025-03-15 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1050_2022-12-29 15:00:00,"[20, 17, 6, 9, 4]","20,17,6,9,4"
1050_2023-08-04 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1050_2023-12-21 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1050_2024-07-02 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1050_2024-10-27 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1050_2024-10-30 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1050_2024-11-29 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1050_2025-01-20 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1050_2025-02-15 15:00:00,"[20, 17, 6, 9, 3]","20,17,6,9,3"
1050_2025-04-10 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1050_2025-06-07 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1051_2022-11-21 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1051_2023-01-03 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1051_2023-06-11 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1051_2023-12-18 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1051_2024-01-28 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1051_2024-03-17 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1051_2024-04-14 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1051_2024-06-18 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1051_2024-07-19 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1051_2024-11-25 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1051_2024-12-15 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1052_2023-06-09 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1052_2024-04-23 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1052_2024-05-27 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1052_2024-06-07 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1052_2024-06-26 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1052_2024-06-28 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1052_2024-12-11 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1052_2024-12-23 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1052_2025-06-18 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1052_2025-06-29 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1053_2023-01-20 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1053_2023-04-06 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1053_2023-05-20 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1053_2023-12-15 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1053_2024-01-21 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1053_2024-09-06 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1053_2024-09-07 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1053_2024-10-16 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1053_2024-10-20 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1053_2024-11-08 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1053_2025-05-15 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1053_2025-06-24 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1053_2025-09-02 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1054_2023-12-18 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1054_2024-01-20 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1054_2024-02-06 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1054_2024-07-31 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1054_2025-03-04 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1054_2025-09-04 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1055_2022-11-24 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1055_2022-12-24 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1055_2023-10-16 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1055_2024-07-14 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1055_2025-03-09 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1056_2023-04-29 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1056_2024-01-06 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1056_2024-06-07 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1056_2025-03-29 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1056_2025-11-11 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1057_2023-02-19 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1057_2023-03-09 15:00:00,"[20, 17, 6, 9, 15]","20,17,6,9,15"
1057_2023-03-26 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1057_2023-04-22 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1057_2023-06-08 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1057_2023-07-25 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1057_2023-09-06 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1057_2023-10-31 15:00:00,"[20, 17, 6, 9, 4]","20,17,6,9,4"
1057_2024-04-02 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1057_2024-08-19 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1057_2024-11-04 15:00:00,"[15, 17, 18, 6, 16]","15,17,18,6,16"
1057_2025-07-16 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1058_2023-07-20 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1058_2024-01-19 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1058_2024-06-17 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1058_2024-07-28 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1058_2024-11-03 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1058_2024-11-09 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1059_2023-03-20 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1059_2023-08-20 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1059_2023-10-06 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1059_2023-10-13 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1059_2024-04-06 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
